Release Year,Title,Language,Director,Cast,Genre,Plot,Rating
2016,Darling 2,Tamil,Sathish Chandrasekaran,"Kalaiyarasan, Rameez Raja, Maya, Kaali Venkat, Hari",horror comedy,"The film opens with a girl coming to see her parents getting possessed by a ghost.
The scene shifts to 5 friends who plan for a trip to Valparai. Aravind initially reluctant to go, later accepts to have fun with his friends. They travel together when one of his friends while clearing up his room visualize eerie things but refuses to tell his friends as he would be teased. They all reach Valparai and meet Valparai Varadhan who gets things done for them.
Ayesha, lover of their friend Ram brings them dinner. Mysterious things occur and the friends think it is Krishna, brother of their dead friend Ram is possessed. Later when they check the photo taken they see Ram with them. Now they understand that it is Ram who is responsible for all the eerie things.
They go to Aravind to tell him about Krishna, they come to know that it is Aravind who is possessed by Ram and not Krishna. Ram narrates the story, telling that his friend Aravind promised him to get permission for Ram from his parents to marry his girlfriend Ayesha. His parents did not accept her as she is a Muslim. Aravind tells Ram and Ayesha to stay at Valparai for few days and by then his parents would accept.
One day Ram's parents make another arrangement for his wedding. But when Ram calls he says that convincing his parents can never happen as they dislike Ayesha. Then later Aravind receives a call from Rafiq that Ram has slit his hands and has committed suicide. In order to avoid Ayesha getting hurt, Aravind hides it from her and goes to Ram's house.
Now the scene shifts to Aravind possessed by Ram tells that he needs only Aravind to be killed and he will never do anything to his brother Krishna or other three of them. The friends seek help from Valparai Varadhan and try to tie a holy string. After several attempts they do it and bring Aravind back. They go to the place where Ayesha lived and are shocked to see that she has already committed suicide on knowing about the death of Ram. It was her spirit who brought dinner for them.
On that day when they are about leave Valparai, they are confronted by Ram and Ayesha, Aravind says that he is ready to die for this friend and says the story. It was Ram's birthday, so to surprise him, Aravind had told him to come to a place. The place is then revealed to be the Register's office to get Ram and Ayesha married. Aravind wanted to surprise Ram by giving him a birthday gift who is going to be Ayesha. So he mischievously lies telling that his parents will not accept Ayesha and tells him to stop spoiling Ayesha's life. Taking this seriously Ram commits suicide. Aravind feels sorry for him and asks to take his life but after forgiving him.
Ram says he either has to kill Aravind or he needs to live a life through Aravind. The screen goes blank and after few weeks, Aravind is engaged to the same girl who was possessed in the beginning which implies that Ram and Ayesha will live together with the help of Aravind and his wife. [2]",6.4
2016,Oyee,Tamil,Francis Markus,"Geethan Britto, Eesha, Papri Ghosh, Arjunan",romantic comedy,The movie is based on 2004 South Korean romantic comedy Too Beautiful to Lie.[5],5.6
2016,Tea Kadai Raja,Tamil,Raja Subbiah,"Raja Subbiah, Neha Gayatri, Yogi Babu, Sharmila Thapa",comedy,The story centers around boys who live next door to each other and revolves around a love affair of one of the boys in his semi urban backdrop.[4],4.9
2016,Theri,Tamil,Atlee,"Vijay, Samantha, Amy Jackson",action masala,"Vijay Kumar (Vijay) is the honest and sincere DCP of Chennai. He takes up a case involving the rape and subsequent death of an IT employee Raji. He finds out that the rapist is Ashwin, the son of Labour Minister Vanamaamalai (J. Mahendran). Vijay kills Ashwin and reveals himself as the murderer to Vanamaamalai, who swears to take revenge on him for killing his son. Meanwhile, Vijay falls in love with a medical student Mithra (Samantha Ruth Prabhu) and both eventually get married and lead a happy life. But, Vijay's happiness is short-lived as Vanamaamalai, his younger brother Ratnam (Azhagam Perumal) and their henchmen barge into his house one night and kill Mithra and Vijay's mother (Raadhika). They even brutally assault Vijay and attempt to drown Vijay's baby daughter Niveditha aka Nivi in the bathtub. The dying Mithra manages to rescue Nivi and asks Vijay to take care of her, but not before making him promise that he will quit the police and be a peaceful and loving father to Nivi, following which she dies in Vijay's arms. Vijay fakes his death, changes his name to Joseph Kuruvilla and moves to Kerala with Nivi and his constable friend Rajendran (Rajendran) to protect Nivi from Vanamaamalai and his gang.
Five years later, Vijay is leading a happy life in Kerala with Nivi (Baby Nainika), who is now in kindergarten, and is running a bakery with Rajendran. As per Mithra's dying wish, he gave up violence and raises Nivi to be non-violent. He meets Annie (Amy Jackson), Nivi's class teacher, and both become good friends. Annie soon finds out about that Joseph is none other than the ""late"" Vijay Kumar, but Vijay warns her not to tell Nivi about it. One day, while Nivi is going on an excursion, the brakes of the school bus in which Nivi is travelling fails and the bus plunges into the backwater. Vijay, with the help of Annie, Rajendran and the local people, manages to rescue Nivi and the other children. He finds out that Vanamaamalai, who has found out that he and Nivi are still alive, is responsible for the bus plunging into the backwater in order to kill Nivi. Enraged, he decides to abandon his non-violent principles and destroy Vanamaamalai and his gang once and for all.
Vijay, posing himself as the ""ghost"" of Vijay Kumar, starts eliminating Vanamaamalai's henchmen one-by-one. He first kills an inspector Karikalan (Stun Siva), who is one of Vanamaamalai's henchmen and was present at the night when Mithra was killed. The police are baffled at the murder as it was done within the police station, and refuse to believe that Vijay committed the murder, since they think that he is dead. The ""mysterious deaths"" continue, with Vijay pushing Ratnam to his death from a high-storey building being constructed by him. Vanamaamalai is accused of killing Ratnam since both had fallen out, forcing him to go into hiding. Finally, Vijay allows himself to be captured by Vanamaamalai's henchmen in order to enter his hideout. After eliminating Vanamaamalai's henchmen, Vijay kills him. The police soon arrive at Vanamaamalai's hideout, only to see his dead body hanging from the ceiling, and with nobody else around, his murder also gets sensationalised in the media as a mysterious murder. It is soon revealed that the Chennai commissioner of police Sibi Chakravarthi (Prabhu Ganesan) is aware that Vijay is alive and secretly re-employs him in the police to reduce crime in Chennai in his ""ghost"" form, taking advantage of the fear the negative elements of the society have for Vijay, while publicly denying that he is still alive.
A few years later, Vijay, an older Nivi (Divya Saasha), Annie and Rajendran have moved to Ladakh, with Vijay having changed his name to Dharmeshwar. But he continues to work secretly for the CBI, eliminating crime in his ""ghost"" form.",7.3
2016,Vetrivel,Tamil,Vasantha Mani,"Sasikumar, Miya, Prabhu, Samuthirakani, Nikhila Vimal",action drama,"The film starts with a misunderstanding and ego clash between Rajamanickam (Prabhu) and his stepsister (Viji Chandrasekhar). Viji loses her husband and vows revenge on her brother.
Years go by, and we are introduced to another family in the neighbouring village: Vetrivel (Sasikumar), his brother Saravanan (Ananth Nag) and their parents (Renuka and Ilavarasu).
Saravanan, a college student, is in love with Subha (Varsha), who turns out to be the only daughter of Rajamanickam.
The two belong to different castes and Rajamanickam has other plans for his daughter. Things turn ugly when Vetrivel and his enterprising friends kidnap the wrong girl in their attempt to help Saravanan.
In an instant Vetrivel’s world turns upside down.
How he manages to save the situation spiraling out of control by sacrificing his love with a Malayali research scholar Janani (Miya) and given his life married to a girl named Latha (Nikhila Vimal) forms the rest of the story.",6.2
2016,Manithan,Tamil,I. Ahmed,"Udhayanidhi Stalin, Hansika Motwani, Prakash Raj",drama,"The film begins with a drunk Rahul Dewan, racing in a Toyota Land Cruiser Prado against an Audi, after he is seduced by a woman in the passenger seat. He loses control and crashes into a wall on the footpath by the road. The film cuts to a court scene where Sakthivel aka Sakthi (Udhayanidhi Stalin), an LLB (law-degree) graduate defending a surgeon against a Public interest litigation (PIL) filed against him after the surgeon had his son operate upon a pregnant woman in his pursuit of Guinness Book of World Records. Sakthi loses the case but decides to move to the capital Chennai to try his luck. He happens to see prominent criminal lawyer Adhiseshan (Prakash Raj) defending Rahul in a sessions court. Rahul is accused of causing death under the influence of alcohol. Adhiseshan convinces the judge that prosecution had no evidence to implicate Rahul and he was being deliberately targeted by the media as he was from a rich family, resulting in Rahul's acquittal.
Adhiseshan, though, is not satisfied with the fee paid by the Dewans. Sakthi, desperate to have some money and fame, decides to pursue the case and files a PIL in the court against Rahul Dewan's acquittal. After initially reprimanding Sakthi for his mistakes in filing the PIL and taking the press reports as an evidence, Justice Dhanapal (Radha Ravi) gives a date for hearing and warns Sakthi to collect some evidence before the hearing. He then runs into Vijay Nair (Krishna Kumar), who claims to have witnessed the accident. Then Sakthi introduces him as a witness in the court and Dhanapal, after cross-examining him, gives a date for the next hearing. He also summons Rahul to be present in the court for the hearing. Sakthi becomes a celebrity overnight and is admired by Moorthy who donates a room in his restaurant to Sakthi for using it as his office. However, Sakthi's plans turn upside down, when Vijay Nair reveals to him that he is no witness, but a crony of Adhiseshan and it was part of a plan to extract more money from Dewan clan. As part of the deal, Nair gives Sakthi his share of the money paid by Dewans to silence Nair. Sakthi gleefully accepts the money and regrets that had he known this plan earlier, he would have demanded more money. Nair turns hostile in the court and Sakthi accepts the statement given by Nair. Dhanapal postpones the judgement for the next hearing. Priya (Hansika Motwani), cousin and fiancee of Sakthi, chides him for compromising on justice for his greed. Sakthi realises his mistake once. Moorthy slaps him for his treachery. He returns the money to Adhiseshan and challenges him to win the case.
With the help of his uncle (Vivek), Sakthi collects the video footage of the Land Cruiser involved in the accident and presents it to the court. Though Adhiseshan counters him that the Land Cruiser was driven by the driver of Dewan family, Sakthi refutes his statement by submitting the necessary evidence. Dhanapal orders the Police to provide a bodyguard for Sakthi after he was seriously beaten up by alleged assistants of Adhiseshan. Sakthi and his friends try to interview a relative of one of the victims, Muthupandi, but he says that he knows nothing. Sakthi and Priya decide to leave, but as they get on the scooter, a lorry hits them, injuring Priya. At the hospital, Muthupandi tells Sakthi that a survivor of the accident stays in Vandavasi and Sakthi and one of his friends decides to leave for Vandavasi. Inspector Selvam tries to sabotage Sakthi's investigation, but is rescued by his bodyguard. Sakthi and Jennifer arrive at Vandavasi, but the police, who captured Muthupandi, kidnap the survivor. The next day, Sakthi reveals that he brought the survivor, thanks to Muthupandi intentionally showing the police the wrong man, and Sakthi prosecutes Selvam and finds that he has botched up the investigation by declaring Kamalakannan as dead and snatching Kamalakannan's hard-earned money to stop him from killing Kannan. Kamalakannan testifies that he woke up that night to see his family lying in a pool of blood and Rahul getting out of the car, and after seeing what he has done, Rahul spotted Kamalakannan and ran him over, so no there will be no witnesses. Kamalakannan survived, with his leg being broken. Dhanapal tells Rahul to come to the podium and orders Kannan to see if Rahul was the driver. Kannan confirms that Rahul was the one who drove the Land Cruiser. After conclusion of arguments and counter-arguments between Adhiseshan and Sakthi, Dhanapal directs Tamil Nadu Police to suspend Selvam and initiate a criminal inquiry against him and also declares Rahul as guilty of the crime and sentences him to fourteen years in jail under Section 304 and under section 307 of the Indian Penal Code. The film ends with Sakthi celebrating with his team while Adhiseshan is crestfallen as he suffers defeat after a long time.",6.5
2016,24,Tamil,Vikram Kumar,"Suriya, Samantha, Nithya Menen",science fiction,"Dr. Sethuraman (Suriya) is a reputed scientist and watchmaker who lives with his wife Priya (Nithya Menen) and newborn son Mani in a mansion with a laboratory at Megamalai. In January 1990, on his birthday he invents a watch using which a person can travel back and forth in time for a maximum of 24 hours. His evil twin brother Athreya(Suriya) tries to take the watch and kills Priya in the process. Sethuraman escapes with Mani and boards a train. Before Athreya arrives, he hands Mani to a passenger named Sathyabama (Saranya Ponvannan) and pleads her to save his son. Athreya kills Sethuraman and is seriously injured in an attempt to escape. Sathyabama's father (Girish Karnad) is against her decision to save Mani, and she leaves with him for Chennai to honour the promise given to Sethuraman.
26 years later, Mani (Suriya) becomes a watchmaker who considers Sathyabama as his biological mother. A paralysed Athreya wakes up from coma and decides to find the watch; he hopes to go back to 1990 and save himself from the accident. In a series of incidents, Mani finds Narayanasamy's watch and explores its powers. Using them, he manages to impress Sathya (Samantha Ruth Prabhu), his client who hails from Sathyabama's native place Gopalasamudram. Athreya’s close aide Mithran (Ajay) issues an advertisement offering five crores to the one who finds Narayanasamy's watch. Including Mani, many prepare the duplicate of the watch and submit them. But Athreya spots Mani's design accurate and kills him, thereby gaining possession of the watch.
Athreya is shocked to know that the watch can only help him travel back and forth only for 24 hours and decides to revive Mani. Mithran places the watch on Mani's right hand and leaves. Mani wakes up next morning and is shocked as he wore the watch on his left hand. He travels back to last night and secretly follows Mithran. Athreya predicts this and manages to fool Mani with Mithran's help that he is Sethuraman who survived from Athreya as a paraplegic. Mani learns from Sathyabama that Sethuraman left him in the train and faced Athreya in another compartment.
Mani leaves with Sathyabama for Gopalasamudram and unites her with her estranged family. He also comes to know that Sathya is Sathyabama's niece, and the duo fall in love. Sethuraman arrives with Mithran and convinces everyone including Mani that he is Sethuraman and that Athreya is dead. Sathya learns about Athreya's identity later and tries to reveal it to Mani. But, Athreya manages to fall from a staircase and Mani, unaware of the reality, travels back in time and saves him. Sathya forgets about Athreya's identity and assumes that he is Sethuraman.
Mani learns from Mithran that his father is going to die soon and wishes to see Priya for one last time by traveling back in time to 1990. Mani modifies the watch and tests it, which reveals the truth about Athreya’s identity. He tricks Athreya to tell about the date and time of Priya's death and gives him a fake watch. Mani uses the original watch to travel back in time to 1990 and Athreya accompanies him by touching the real watch in use.
In January 1990, Sethuraman and Priya spot the modified watch on their baby's hand. Initially joyous, Sethuraman senses danger; he feels that Mani returned to a toddler's age as they may not be alive when he was able to speak. Athreya, now young and healthy, attacks Sethuraman to find the watch. Sethuraman and Priya escape with Mani, and Athreya accidentally kills Mithran. Priya and Mani hide in a room, as Athreya faces Sethuraman in the garden. Sethuraman freezes the time and lays Athreya before a bullet, thus killing him. He then flees with Priya and Mani and boards the same train. They meet Sathyabama and Sethuraman agrees to teach science to children in a school constructed by her father in Gopalasamudram. Throughout the story a vulture has been shown to which is responsible for Athreya can't replicate the formula to create a new watch even with Sethuraman's original making references and also the vulture intentionally makes a fire accident by which Athreya recovers from coma.",7.9
2016,Ko 2,Tamil,Sarath,"Bobby Simha, Nikki Galrani, Prakash Raj",political drama,"A common man named Kumaran (Bobby Simha) kidnaps the Chief Minister of Tamil Nadu Yogeeswaran (Prakash Raj) at a private old age home event in Chennai. The news goes viral and everyone from the local to the Central cabinet starts taking the issue personally. The Home Minister Thillainayagam (Ilavarasu) appoints Santhanapandian (John Vijay), the Police Commissioner of Tirunelveli, to rescue Yogeeswaran. Santhanapandian questions Bala (Bala Saravanan), a minister's son who was discovered unconscious at the scene of the kidnapping. Bala tells that he and Kumaran had become friends when Kumaran has saved him from a group of thugs, but are shocked to see that they both love the same girl named Priyadharshini (Nikki Galrani). Bala also reveals that Kumaran willingly allowed him to pursue his relationship with Priyadharshini in exchange for making arrangements for Yogeeswaran to attend the old age home event. Meanwhile, as Santhanapandian and his deputy Arivazhagan (Bharath Reddy) strive to get clues about Kumaran, Kumaran explains to Yogeeswaran his motive for kidnapping him.
Kumaran was an orphan, but due to the efforts of an honest politician Kumaraswamy (Nassar), who had sponsored him, he got a good education and became a journalist with the News7 TV channel. When he went to Kumaraswamy's house to thank him for his contribution to his life, he found out that Kumaraswamy had gone missing for many days. On further investigation, he learnt that Kumaraswamy had been buried alive by Thillainayagam and his sons. Thillainayagam had contested against Kumaraswamy in the last election and had defeated him by rigging the vote, which forced Kumaraswamy to file a case against him and demand a recount. When Kumaraswamy refused to withdraw the case against him, Thillainayagam and his sons buried him alive. Kumaran filed a case against Thillainayagam and asked Kumaraswamy's intellectually disabled son Kumaran (Karunakaran), who was unaware that his father had been killed, to give the statement to the police inspector. However, the police inspector was Thillainayagam's aide and informed him about Kumaran. Thillainayagam's sons took Kumaran on a bus and pushed him out en route. Kumaran then was run over by a lorry, killing him. In order to avenge the death of Kumaraswamy and his son, Kumaran hatched a plan with Priyadharshini and Bala to kidnap Yogeeswaran to expose Thillainayagam slowly through false media reports based on false replies by Bala while being interrogated by the police. In the process, Thillainayagam's sons are taken into questioning. After being tortured, they eventually give in and expose Thillainayagam as Kumaraswamy's murderer, even giving them the location in Thillainayagam's lawn where Kumaraswamy was buried. Thillainayagam is arrested, and Kumaran releases Yogeeswaran. Kumaran also escapes from his hideout and poses as a journalist, while Yogeeswaran says he can identify the kidnapper. Even Santhanapandian gives up on pursuing the kidnapper as he had kidnapped Yogeeswaran with good intentions.",3.7
2016,Pencil,Tamil,Mani Nagaraj,"G. V. Prakash Kumar, Sri Divya, Shariq Hassan",thriller drama,"Shiva (G. V. Prakash Kumar) is the best student at his school. His rival, Nithin (Shariq Hassan), the son of a leading film star and a spoiled brat, takes any and every opportunity to knock him down both verbally and physically, and the two are known enemies amongst the other students. One day, Nithin burns Shiva's thesis and when Shiva finds out, he assaults Nithin in front of the whole school until the school management intervenes. Later, Shiva returns to his class to fight Nithin once again, but finds him dead, with his neck stabbed repeatedly with a sharp pencil. Shiva picks up the bloody pencil from a nearby desk just as his classmate, crush Maya Srinivasan (Sri Divya) shows up, catching him in a most incriminating position. Fortunately for him, she not only believes his innocence, but also offers to help him to solve the mystery and catch the real killer – a task made particularly urgent by the fact that in 40 minutes the rest of the class will return and the body will be discovered. The suspects are many: the school driver, with whom Nithin has a fight over an open wall behind the school; a local goon who enters the school through the open wall to meet his girlfriend, only to be driven out by Nithin; the chemistry teacher Sridhar (Kalavani Thirumurugan), whose romantic relationship with his colleague Nandhini ends after Nithin secretly records an intimate video of the two and blackmails Nandhini with that video to do what he says; and Nithin's ex-girlfriend Indulekha, whose 8-year-old friend Divya is killed by Nithin when she tries to break up with him and is constantly harassed and blackmailed by Nithin not to report to the school management or the police about the murder. In the end, Maya and Shiva catch the real killer, K.Sundarajan. He had killed Nitin out of revenge for killing his daughter Dhivya at the swimming pool. At the end of this film the latter said, 'Don't sell education'.",5.4
2016,Marudhu,Tamil,M. Muthaiah,"Vishal, Sri Divya",action,"Maruthu (Vishal) is a labourer from Rajapalayam who personally does not tolerate injustice anywhere. He leads a happy life with his grandmother Appathaa (Kulappulli Leela) and his younger brother Kokkarako (Soori). One day, he encounters Bhagyalakshmi alias Bhagyam (Sri Divya), a bold young woman, at a temple, but their first meeting does not go well due to a misunderstanding and he ends up at a police station. However, with the help of Appathaa, Maruthu soon manages to win Bhagyam's heart. One day, he sees some goons chasing Bhagyam and her father near the market where he is working. Maruthu beats up the goons and then learns from Bhagyam's father why the goons are after them.
Bhagyam was the daughter of Mariyamma (Aadhira Pandilakshmi), a brave woman who stood up to the atrocities committed by the municipal chairman Rolex Pandiyan (R. K. Suresh) on the local people. When she decided to contest against Pandiyan in the upcoming municipal election, Pandiyan and his men brutally hacked her to death and stuffed all her body parts except her head into a bag. Bhagyam and her father are unable to prove in court that Pandiyan committed the murder since there is no head and the police inspector is Pandiyan's henchman. They are also threatened of dire consequences by Pandiyan if they continue to target him. Appathaa, who witnessed Mariyamma's brutal murder and upset that she did not stop it, gets Maruthu married to Bhagyam the next day to repent her earlier actions, and Maruthu also promises to avenge the death of Mariyamma.
A cat-and-mouse game soon begins between Maruthu and Pandiyan, with Pandiyan using all means to stop Bhagyam and Appathaa from going to court and testifying against him, to no avail. At the court, Appathaa testifies against Pandiyan, and a warrant is issued to arrest him. In retribution, Pandiyan kidnaps Appathaa and brutally tortures her to death. When Maruthu finds out how his grandmother had died at the hands of Pandiyan, he single-handedly fights him and his gang and kills them all.",
2016,Idhu Namma Aalu,Tamil,Pandiraj,"Silambarasan, Nayanthara, Andrea Jeremiah",romantic comedy,"Shiva (Silambarasan) is an IT engineer with Vaasu (Soori) as his driver and his colleague. He visits Myla (Nayanthara) for a marriage proposal and instantly likes her. Myla wishes to speak to him privately and asks him about Priya (Andrea Jeremiah), his ex-girlfriend. Shiva accepts his old love for her. He then leaves the house thinking the marriage won't happen, but Myla accepts the marriage proposal. Later they start speaking in phone and Shiva tells his old love story and how they broke up. Myla starts loving Shiva deeply and in the beginning tests him, and later they are love locked couple. One day both their parents fight about a trivial issue and the marriage is cancelled. Myla attempts suicide as she does not want to give up Shiva but is saved by his father (Jayaprakash). Myla and Shiva reunite and marry. As the story moves, they are made to marry three times. They finally have a child and live happily when the movie ends.",6.6
2016,Uriyadi,Tamil,Vijay Kumar,"Vijay Kumar, Mime Gopi, Henna Bella, Citizen Sivakumar",political thriller,"The story revolves around three sets of characters: 1) Four carefree and adventurous friends who are college students in their final year of study, including Lenin Vijay, Suresh, Akil, and Karthi; 2) a politician named Kumar who is eager to begin his own caste-based political party; and 3) Ramanathan, a part-time engineering student. The movie opens by showcasing the daily lives of the four student friends. The students soon meet the politician, Kumar, who also runs a roadside dhaba frequently visited by the students.
In many subsequent scenes, the students get into trouble with the local residents. In one such instance in the dhaba, the politician comes to their rescue and hence they get in touch with each other. Later that night, however, one of the students is attacked by some of the local residents. The other students become furious, chase the locals, and a fight ensues. Meanwhile, Vijay’s ex-girlfriend is harassed by Ramanathan. This is witnessed by Karthi, who confronts and physically assaults Ramanathan and then narrates these events to Vijay. Later, to their surprise, Ramanathan’s friends wait in the dhaba to ambush Quarter. Ramanathan, who has little luck with love, yearns for one college student who seems to be the ex-girlfriend of Lenin Vijay. One night, the four friends get very drunk and accidentally annoy some of the caste fanatics. Kumar, along with his uncle, happens to see this and contemplates how to take advantage of this tense situation. While all this is happening, the politician drafts plans to initiate a caste-based political party about which he has been dreaming. The plot reaches a climax when all three sets of characters meet and each of them discovers their mutual interconnections.",5.5
2016,Iraivi,Tamil,Karthik Subbaraj,"Vijay Sethupathi, S. J. Surya, Bobby Simha, Anjali, Kamalinee Mukherjee, Pooja Devariya",drama,"The film centers around three men and the women in their life: a struggling and alcoholic film director Arul (S. J. Surya) and his wife Yazhini (Kamalinee Mukherjee); Arul's best friend Michael (Vijay Sethupathi) and his wife Ponni (Anjali); and Arul's younger brother Jagan (Bobby Simha).
Arul was a renowned film director until he fell out with the producer of his latest directorial film, because of which the film never released. To overcome his sorrow, he became a chronic alcoholic and started harassing Yazhini. Though Yazhini often threatens to divorce Arul for his behaviour, she changes her mind each time due to her love for him.
Michael, an artifact dealer, is forced to marry Ponni, despite being in love with a widow Malar (Pooja Devariya). However, Malar has no love for Michael, merely considering their relationship as friends with benefits. Michael, openly reveals to Ponni that he is not interested in being her husband and ignores her.
Yazhini tries to convince Arul to seek the producer's forgiveness and get his film released so that they both could return to a normal life. When Arul refuses, the producer himself steps in and asks Arul to pay him ₹4,00,00,000 to get his film released. Michael and Jagan, with the help of their friend Ramesh (Karunakaran), steal a temple idol and sell it for ₹4,00,00,000, so that Arul's film can be released. Unfortunately, the producer has already decided to remake Arul's film with an entirely new cast and with his own brother as the director. Arul confronts the producer, who tries to kill him. In a fit of rage, Michael bludgeons the producer to death and is soon sentenced to seven years' imprisonment for his crime. An angry Ponni starts ignoring her husband, never visits him in jail, gives birth to their daughter, and eventually returns to her village. Meanwhile, Yazhini returns to her parents' house and files for divorce against Arul, fed up of his alcoholism.
Arul is sent to rehab to overcome his alcoholism and is released two years later. Now sober, Arul tries to convince Yazhini to return to him, to no avail. Meanwhile, Arul and Jagan bail out Michael, who leaves for Ponni's village in an attempt to restart his married life with her. Ponni agrees to come back with him on the condition that he breaks his friendship with Arul. The deceased producer's widow and brother meet with Arul and decide to sell the production rights of his film to him for ₹20,00,000. In order to get the money, Michael and Jagan again team up with Ramesh to steal an idol from a Kerala temple and sell it. However, Ramesh drugs Michael and runs away with the idol. Michael is arrested the following morning, but he manages to escape from the police and returns to Chennai. On confronting Ramesh, he finds out that Jagan was responsible for getting him arrested at Kerala. Jagan was also in love with Ponni and was disgusted at the way Michael treated her. When Michael was in jail, Jagan declared his love for Ponni, who reciprocated, but was forced to return to her village the next day as she was unable to decide between Michael and Jagan. Jagan then decided to get Michael arrested so that Ponni could leave Michael for good and start a new life with him. After confronting Ponni over her love for Jagan, both Michael and she decide to forget everything that happened and plan to leave Chennai to start a new life.
Arul, who has successfully acquired the production rights for his film, decides to once again convince Yazhini to return to him. Yazhini, who is getting engaged to another person, forgives him and agrees to return to him, as long as her new husband-to-be agrees. Meanwhile, Michael picks up a fight with a drunk Jagan over Ponni. During the fight, he accidentally kills Jagan, forcing him and Ponni to go into hiding, but he does not tell her that he killed Jagan. When the train Michael and Ponni are travelling in stops at Palur, Arul, who has found out that Michael had killed his brother, notices him and shoots him in revenge. As Arul is taken to prison, he contacts Yazhini and pretends that he has once again returned to his drunken habits as he does not want her to suffer with the stigma of being a criminal's wife, effectively ending their relationship.
In the end, with their respective husbands out of the way, Ponni and Yazhini relish their newly found freedom by enjoying the rain. Yazhini only watches the rain, leaving the viewers to introspect on how she is not ready to venture out into the world alone yet, while Ponni allows herself to get drenched, finally letting go.",8
2016,Velainu Vandhutta Vellaikaaran,Tamil,Ezhil,"Vishnu Vishal, Nikki Galrani, Soori",comedy,"Murugan (Vishnu) is the right-hand man of the local MLA Jacket Janakiraman (Robo Shankar). During a mass-marriage function organised by Jacket, 8 grooms and 1 bride out of the 25 couples to be married go missing due to the efforts of Jacket's arch-enemy, another MLA Maurdhamuthu (Aadukalam Naren). Murugan manages to get 7 grooms and 1 bride back, but 1 groom is still missing. To save Jacket's reputation, he asks his best friend Sakkarai (Soori) to pretend to marry the bride, Pushpa (Reshma Pasupuleti), the local dancer and item girl who is known to everyone in the village, despite his upcoming marriage to Hamsavali. Unfortunately for Sakkarai, the photo showing him tying the knot with Pushpa is published in the newspaper and goes viral on social media, forcing Hamsavali to break her engagement with Sakkarai unless he divorces Pushpa. Sakkarai asks Pushpa to sign the divorce notice, but she refuses to sign unless Jacket tells her to do so. To add to Sakkarai's woes, Pushpa even moves in with him.
Meanwhile, Murugan falls in love with Archana (Nikki Galrani), the daughter of the local tea shop owner whose main ambition is to become a police officer. Archana's father finds out about Murugan's close association with Jacket and asks him to give ₹10,00,000 to Jacket so that his daughter could become a sub-inspector and also asks him not to tell Archana as she wants to get the SI job in an honest way. Later that day, Jacket goes to hospital to visit a minister Shanmugasundaram (Vittal), who is on his deathbed. Before dying, Shanmugasundaram tells him about ₹500,00,00,000 that he acquired illegally, but wants him to use it for good purposes. This is heard by Jacket's brother-in-law Bhootham (Ravi Mariya), who also wants the money, but for his own benefit. He chases Jacket on his way home to find out the location where the money is kept, but Jacket meets with an accident during the chase and loses his memory, beginning to act like a 10-year old.
Archana eventually gets the SI job, but soon finds out that she got the job on merit. Thinking that Murugan had cheated her father, she immediately orders him to give back her father's money, failing which he would be thrown into prison. Murugan and Sakkarai find out that Jacket has lost his memory, but manage to get him discharged from the hospital. They train him to tell Archana that he has received the money from Murugan and to tell Pushpa to sign the divorce notice so that both their problems would be solved. But their plan backfires completely as Jacket tells Pushpa what he was supposed to tell Archana, making Pushpa realise that Jacket has lost his memory and refuses to sign the divorce notice again. Jacket also inadvertently gets caught in the middle of a protest against Marudhamuthu and is eventually kidnapped by Bhootham and his men. Murugan is caught at the scene of the kidnapping and is arrested by Archana.
At Bhootam's hideout, Jacket irritates him and his men with his childish behaviour. In a fit of rage, Bhootham kicks Jacket, making him unconscious. But Jacket regains his memory after gaining consciousness, much to Bhootham's happiness. Bhootham asks him to tell where the money is, but instead Jacket starts telling all the events leading up to the event where he met Shanmugasundaram in the hospital, and keeps repeating the story from the beginning if he is interrupted, much to his irritation. At this juncture, Murugan and Archana, who have both found out that Bhootham has kidnapped Jacket, arrive. Murugan manages to stop Jacket's repetition, getting him to tell in front of Archana that he indeed received money from Murugan, but since the DGP Sathasivam (Venkat), to whom he was supposed to pay the bribe, refused to accept the bribe, he gave the money to a contractor. Jacket also tells that he has managed to convince Pushpa to sign the divorce notice. He then reveals the location of the money to Bhootham, which is stored in an abandoned mansion. Murugan, Archana, Sakkarai, Jacket, Bhootham and even Marudhamuthu, who has also found out about the money, go to the mansion. A fight ensues between Murugan, Archana, Sakkarai and Jacket on one side and Bhootham and Marudhamuthu on the other side over the money, which ends with the former successfully getting the money.
In the end, with all problems solved, Murugan and Archana enter into a romantic relationship, while Sakkarai is to get married to Hamsavali during another mass-marriage function organised by Jacket. But before Sakkarai can tie the thali around Hamasavali's neck, the priest asks him if he is Pushpa's husband to which he accidentally says yes, causing Hamsavali to stop the wedding again.",4.8
